OBJECTID,NAME,ADDRESS,USE_TYPE,PROPID,ACTIVE,DIAMOND60,DIAMOND90,BBCOURT,FBFIELD,SOCCERJR,SOCCERREG,TENNISCT,VOLLEYB,SKATEPARK,WOODLAND,VSTRSHCAN,DMPSTR,PICNIC,PLYGRD,TOTLOT,INSWIM,OUTSWIM,SPRAYPARK,UTILBX,TRAFPOLE,UTILPOLE,BUSSTP,LOCK_,NMZ,DRINKFOUNT,BENCHES,ATHLIGHT,LNDSCPBED,TOTIMPV,SIGNS,TURFONLY,FENCE,TOPO,COMMGAR,WARD,AREA_,ZONE_,PARKPARTN,RES_NUM,ADJ_SCHOOL_SITE,COMMENTS,SSL,DATE_ACQUIRED,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
197,Triangle Park RES 0046,"Pennsylvania Ave., west of 8th and D Sts., SE",TRIANGLE,DPR_0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0046,none,"Subdivision 204, Page 198. GAO Federal Real Property Report.  TOJ to DC for Parks, Recreation & Open Space",0901S   0803,,{4B685204-E4F6-4986-AE1E-50B0382EB6A3},,,,,0,0
198,"Triangle Park RES 0048,0049","Pennsylvania Ave., between 8th, 9th St. and South Carolina Ave., SE",TRIANGLE,DPR_0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,"0048,0049",none,"Subdivision 204, Page 198. GAO Federal Real Property Report.  TOJ to DC for Parks, Recreation & Open Space",Multiple Lots,,{17BB2359-95AF-4690-9D7D-04D40FDAD6BB},,,,,0,0
199,"Triangle Park RES 0044,0045","South Carolina and Pennsylvania Aves., to 7th, 8th and D Sts., SE",TRIANGLE,DPR_0044,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,"0044,0045",none,"Subdivision 204, Page 198. GAO Federal Real Property Report.  TOJ to DC for Parks, Recreation & Open Space",Multiple Lots,,{F6507BF4-A2AD-4757-BA95-AA790EF287F2},,,,,0,0
200,Watkins,"13th St., between D and E Sts., SE",REC CENTER GROUNDS,DPR_0611,Y,0,1,2,0,0,0,0,0,Y,N,4,0,0,1,0,0,1,N,0,0,0,N,,N,1,8,Nw,,Nw,RpLACE,Pr,ChnLnk,Flt,N,Ward 6,,12,N,0611,Watkins Elementary School,Subdivision Book 152 Page 134 (TOJ for Recreation Purposes),Multiple Lots,1972/12/14 00:00:00+00,{EA3973BC-E944-440F-ABC8-E5F314DE1593},,,,,0,0
201,Triangle Park RES 0047,"Pennsylvania Ave., east of 8th St., SE",TRIANGLE,DPR_0047,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0047,none,"Subdivision 204, Page 198. GAO Federal Real Property Report.  TOJ to DC for Parks, Recreation & Open Space",0924S   0800,,{2F4C0189-80D6-42A8-AB3C-0B3624397DA3},,,,,0,0
202,Fort Dupont Urban Farm,3779 ELY PLACE SE,REC CENTER GROUNDS,DPR_0407,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 7,,,,0405,,Merged lots 800-803 sq 5438,Multiple Lots,,{8E619B01-CE45-4FBA-A946-0CD328B79DB9},,,,,0,0
203,Triangle Park RES 0258,"Potomac Ave. and E Street, SE",SMALL PARK,DPR_0258,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 7,,12,,0258,none,TOJ for Comp Plan,RES 02580000,,{80159DD9-942A-41CD-8E45-D6867840EA61},,,,,0,0
204,Triangle Park RES 0257,"Potomac Ave.,17th St.,E St.,SE",TRIANGLE,DPR_0257,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 7,,12,,0257,none,"Subdivision Book 158, Page 42.  TOJ to DC for Comp Plan",RES 02570000,,{F6ECD837-FA44-435A-8A64-7C9FB155B32C},,,,,0,0
205,DC Therapeutic,"3030 G St., SE",REC CENTER GROUNDS,DPR_0405,Y,1,0,1,0,0,0,0,0,N,Y,1,0,13,1,0,1,0,N,0,0,0,N,,Y,0,5,Nne,RpAIR,Nw,RpLACE,Pr,ChnLnk,Flt,N,Ward 7,,14,N,0405,none,"Subdivision Books (121,139,140 & 158) Pages (39,14-15 & 28,42 & 40) (TOJ to DC for Recreation & Hwy purposes)",RES 04050000,,{CC772F81-7BFA-4DA6-A7FF-D6B04BD17227},,,,,0,0
206,Garfield Park,"F St. and Virginia Ave., between 1st and 3rd Sts., SE",PARK,DPR_0017,Y,0,0,0,0,0,0,2,0,N,N,16,0,0,1,1,0,0,N,0,0,0,N,,N,2,21,Nne,Gd,Nw,RpLACE,Gd,Ir,Flt,N,Ward 6,,12,Y,0017,none,Subdivision Book 162 Page 2 (TOJ for Recreation Purposes),RES 00170000,1792/01/01 00:00:00+00,{5D45F78B-E49E-4DA1-BCC1-6FEED1228CC0},,,,,0,0
207,Randall,"west of S. Capitol St., between G and K Sts., SW",REC CENTER GROUNDS,DPR_0484,Y,1,1,2,0,0,0,3,0,N,N,2,1,2,1,1,0,1,N,0,0,0,Y,,N,1,22,RpAIR,RpLACE,RpLACE,RpLACE,Pr,ChnLnk,Flt,N,Ward 6,,05,,0484,Randall,Subdivision Book 158 Page 11 (TOJ for Recreation Purposes),RES 04840000,1971/10/18 00:00:00+00,{84F8FC56-780E-4634-B92E-38D812484B5A},,,,,0,0
208,Triangle Park RES 0256,"Potomac Ave.,16th St.,G St.,SE",TRIANGLE,DPR_0256,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,12,,0256,none,TOJ for Comp Plan,RES 02560000,,{8CC3BDC5-7F54-45CA-81CC-13D29E4407BB},,,,,0,0
209,Amidon Field,"4th and G Sts., SW",PARK,DPR_0711,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 6,,05,,0711,Amidon Elementary School,Subdivision Book 158 Page 11 (TOJ for Recreation Purposes),0498    0885,1985/01/01 00:00:00+00,{69F7A1D5-D55A-4516-8328-C850B6C2728E},,,,,0,0
210,Jefferson Field,"7th and 9th Sts., to G and H Sts., SW",PARK,DPR_0626,Y,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 6,,05,,0626,Jefferson Junior High School,Subdivision Book 158 Page 37 (TOJ for Recreation Purposes),0414    0825,1972/11/14 00:00:00+00,{7635A532-7B39-4CF3-B027-FFAEE81BD65C},,,,,0,0
211,Benning Park Community Center,"Benning Rd., north of Hanna Pl. & Southern Ave., SE",REC CENTER GROUNDS,DPR_0692,Y,1,0,3,0,0,0,2,0,N,Y,5,1,0,1,1,0,1,N,0,0,0,N,,Y,1,5,RpAIR,RpAIR,Nw,RpLACE,RpAIR,ChnLnk,Flt,N,Ward 7,,14,N,0692,none,"Subdivision Book 158 Page 4 (TOJ for Recreation Purposes).  Parcel 0193 Lots (0030-0032,0065-66),Sq.5341E Lot 0040,Sq.5342E Lots 0001 & 0002",Multiple Lots,1992/01/01 00:00:00+00,{E7DB0384-ECBB-4DC8-A518-95725E4B8B0B},,,,,0,0
212,Town Center Park,"3rd St. and I Sts., SW",SMALL PARK,DPR_0723,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0723,none,AMT - Survey October 2007 - TOJ to DC for park & recreation purposes FOSET 2008,RES 07230000,,{F88D8DE0-42C3-4A8E-ABD7-7DA4B16EB194},,,,,0,0
213,Town Center Park,"6th St. and I Sts., SW`",SMALL PARK,DPR_0721,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0721,none,AMT - Survey October 2007 - TOJ to DC for park & recreation purposes FOSET 2008,RES 07210000,,{F5A824B4-02A6-4AD6-B159-0FD53F7FD3AB},,,,,0,0
214,Town Center Park,"4th and I Sts., SW",SMALL PARK,DPR_0722,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0722,,AMT - SURVEY OCTOBER 2007 - TOJ to DC for park & recreation purposes FOSET 2008,Multiple Lots,,{9A835195-DC20-46CE-8C1F-EF70F58EC648},,,,,0,0
215,Lansburgh Park,"Delaware Ave., between I and M Sts., SW",PARK,DPR_0712,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 6,,05,,0712,Randall,Subdivision Book 158 Page 50 (TOJ for Recreation Purposes),RES 07120000,1972/11/14 00:00:00+00,{D949FF1A-A451-4A52-A57B-78E0896E1FFC},,,,,0,0
216,Canal Park,"2nd St., between K and I Sts., SE",PARK,DPR_017B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 8,,12,,017B,none,Subdivision Book 158 Page 50 (TOJ for Recreation Purposes),0767    0830,,{E6C5E06A-0E82-49E7-952C-452F850C2476},,,,,0,0
217,Arthur Capper Community Center,1000 5TH STREET SE,REC CENTER GROUNDS,DPR_0012,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0124,,Subdivision Book 137 Page 7 (TOJ for Recreation Purposes),0880    0027,,{43F5FA9F-E7E5-4C74-B1AA-F7E1B9063B66},,,,,0,0
218,Triangle Park RES 0253,"Potomac Ave. and K Street, SE",SMALL PARK,DPR_0253,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,12,,0253,none,TOJ for Comp Plan,RES 02530000,,{F15B43F4-2EDC-4FA7-8A08-FDF7C7A6A5A2},,,,,0,0
219,Canal Park,"2nd St., between K and L Sts., SE",PARK,DPR_017C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 8,,,,017C,none,Subdivision Books (148 & 158) Pages (106 & 50) (TOJ for Recreation Purposes),0768    0811,,{9304B9F2-9143-49A4-A959-C91879FAFCDE},,,,,0,0
220,Ridge,"Ridge Rd. and Burns St., SE",REC CENTER GROUNDS,DPR_0406,Y,1,0,2,0,0,0,0,0,N,Y,7,1,3,1,1,0,1,N,0,0,0,N,,Y,1,5,Nw,Nne,Nw,RpLACE,RpAIR,ChnLnk,MdSlp,N,Ward 7,,14,N,0405,none,Subdivision Book 158 Page 40 (TOJ to DC for Recreation purposes),PAR 01960012,,{951CBB14-31D5-4928-9B7A-B7CC163B00E7},,,,,0,0
221,Virginia Avenue,"L St., between 9th and 11th Sts., SE",REC CENTER GROUNDS,DPR_0126,Y,0,0,1,0,0,0,0,0,N,N,0,0,0,1,0,0,0,N,0,0,0,N,,N,0,0,,RpLACE,RpLACE,,RpAIR,ChnLnk,Flt,N,Ward 6,,12,N,0126,none,Subdivision Books (158 & 169) Pages (11 & 65) (TOJ for Recreation Purposes),0952    0805,1971/10/18 00:00:00+00,{7A77B761-3A76-42BC-835F-E2896E13358E},,,,,0,0
222,Pope Branch Park,"M St. & Fairlawn Ave., to 39th & Nash Sts., SE",LARGE PARK,DPR_0624,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 7,,07,,0624,none,Subdivision Book 158 Page 34 (TOJ for Recreation Purposes),RES 06240000,1972/11/07 00:00:00+00,{7C45457B-3F92-4CAF-8C7E-43F22FA95838},,,,,0,0
223,Boathouse Row,"Anacostia River (Both Banks) between John Phillip Sousa & 11th St. Bridges, SE",PARK,DPR_343D,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,N,343D,none,"Federal Government and the District of Columbia Conveyances and Transfers in Public Law 109-396 (Partial TOJ for Rec,Park, and Open Space)",RES 343D0000,,{424F3DDB-2894-4A50-9860-365FE3A36175},,,,,0,0
224,Joy Evans,"6th St., between L and M Sts., SE",REC CENTER GROUNDS,DPR_019A,Y,0,0,0,0,0,0,0,0,N,N,0,0,0,1,1,1,0,N,0,0,0,,,N,1,3,Nne,RpLACE,Nne,RpLACE,Pr,ChnLnk,Flt,N,Ward 8,,12,N,019A,Van Ness Elementary School,Subdivision Books (152 & 155) Pages (133 & 177) (TOJ to DC for Recreation purposes),RES 019A0000,,{EBA4D60E-EF3F-40A4-81EE-4B5675D7E8BA},,,,,0,0
225,Canal Park,"2nd St., between M and L Sts., SE",PARK,DPR_017D,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 8,,,,017D,,Subdivision Books (148 & 158) Pages (106 & 50) (TOJ for Recreation Purposes),0769    0823,,{D782F8F9-64B5-4D1F-8EAD-0AE9A5A02021},,,,,0,0
226,Triangle Park RES 0251,"Potomac Ave SE, 9th Street SE, and M Street SE",TRIANGLE,DPR_0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,,0251,,"Subdivision Book 204, Page 198. TOJ to DC for park & recreation purposes",0930S   0800,,{319A7E22-1DA1-4894-AD00-25F201DF0971},,,,,0,0
227,Triangle Park RES 0128,"Virginia Ave., Between 12th & M Sts., SE",TRIANGLE,DPR_0128,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0128,none,AMT SURVEY FEBRUARY 2008 - TOJ to DC for park & recreation purposes,0999E   0800,,{62E57E1F-FB4C-4CDA-8FAE-17B549E865DE},,,,,0,0
228,Triangle Park RES 0129,"Virginia Ave. and south of M St., SE",TRIANGLE,DPR_0129,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0129,none,"SURVEY BOOK 204, PAGE 5 AND AMT SURVEY FEBRUARY 2008 - TOJ to DC for park & recreation purposes",RES 01290000,,{B8BAB948-4690-455E-BE91-E5E3ABDB2532},,,,,0,0
229,Triangle Park RES 0299,"Water St., Between 14th & M Sts., SE",TRIANGLE,DPR_0299,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0299,none,AMT SURVEY NPS to DC FEB 2008. - TOJ to DC FOSET 2008,RES 02990000,,{C93119B4-E49F-492C-BD5B-632240240C6A},,,,,0,0
230,King-Greenleaf,"Canal St., between M and N Sts., SW",REC CENTER GROUNDS,DPR_0634,Y,0,1,2,0,0,0,2,0,N,N,0,0,0,1,1,0,0,N,0,0,0,N,,N,0,0,Nw,Gd,Nw,RpLACE,Gd,Ir,Flt,N,Ward 6,,05,Y,"6P&Q,0634",Bowen Elementary School,"Subdivision Books (110,129,& 149) Pages (9,44,& 121) (TOJ to DC for Recreation purposes)",Multiple Lots,,{5014FD90-A297-4E58-82E5-07DEB6464D5E},,,,,0,0
231,Triangle Park RES 0130,"Water St., south of M St., SE",TRIANGLE,DPR_0130,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 6,,,,0130,none,AMT SURVEY FEBRUARY 2008 - TOJ to DC for park & recreation purposes,1025E   0802,,{066318E5-259F-4D9B-B74D-A2FCA9C3B9A4},,,,,0,0
232,East Potomac Pool,"1000 Ohio Dr., SW",POOL/SPRAY PARK,DPR_0333,Y,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Ward 6,,,,0333,none, ,PAR 03160005,,{94409E9C-C19D-4790-8E54-CB3D31E133FF},,,,,0,0
233,Anacostia Recreation Center,1800 Anacostia Drive SE,REC CENTER GROUNDS,DPR_343D,Y,,,,,,,9,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,Ward 8,,,,343D,none,Tennis courts are NPS' responsiblity,PAR 02550019,2001/01/01 00:00:00+00,{5CB43FDE-9A33-4BA7-ABBE-C85326CC670B},,,,,0,0
234,Yards Park,"355 Water St, SE",PARK,DPR_0004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,,none,,Temporary Boundary,Multiple Lots,,{333AAF13-80B2-42C4-A87C-20B1469088D9},,,,,0,0
235,Triangle Park RES 336B,"Minnesota Ave., between 22nd & Q Sts., SE",TRIANGLE,DPR_336B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,07,,336B,none,TOJ for Comp Plan,RES 336B0000,,{F061EAAA-9B3D-496B-844B-7483AA0CA74E},,,,,0,0
236,Triangle Park RES 336C,"Naylor Rd., between 22nd & Q Sts., SE",TRIANGLE,DPR_336C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,07,,336C,none,TOJ for Comp Plan,RES 336C0000,,{13B1A65E-2CE8-4AF4-9D46-5333F65B98F8},,,,,0,0
237,Randle Highlands,"3000 R St., SE",PARK,DPR_0028,Y,,,,,,,2,,,Y,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 7,,07,,none,Randle Highlands Elementary School,,5663    0074,,{06951C57-6B36-4A65-8E63-9591655A4DB2},,,,,0,0
238,Poplar Point,"South Capitol Street, I-295, 11th St. & Frederick Douglass Memorial Bridges, SE",LARGE PARK,DPR_343C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,Y,343C,none,"Sub Bks (168&204), Pgs (20&194). GAO Federal Real Property Report.  TOJ to DC for Parks, Recreation & Open Space (Boathouse Row - Marina/Recreation)",RES 343C0000,,{537CABB9-A868-48C5-BB18-A2EF7B1C6973},,,,,0,0
239,Fort Davis,"41st St., between Fort Davis St. & Fort Davis Pl., SE",REC CENTER GROUNDS,DPR_0713,Y,1,0,1,0,0,0,1,0,N,N,6,1,8,1,1,0,0,Y,,,,N,,N,1,10,Nw,RpAIR,Nw,Nw,Pr,ChnLnk,MdSlp,N,Ward 7,,07,,0713,none,Map 8198 & A&T 3544-J (TOJ for Recreation Purposes),Multiple Lots,1972/11/14 00:00:00+00,{74AABF55-2CE8-424B-B493-64756814DB8F},,,,,0,0
240,Triangle Park RES 314A,"Minnesota Ave.,16th St.,T St.,SE",TRIANGLE,DPR_314A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,07,,314A,none,TOJ for Comp Plan,RES 314A0000,,{66539148-B3FC-4393-819C-282E2645F95C},,,,,0,0
241,Triangle Park RES 314C,"Minnesota Avenue and Good Hope Road, SE",SMALL PARK,DPR_314C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,07,,314C,none,TOJ for Comp Plan,RES 314C0000,,{F17C4D6E-82DF-4BFA-B2FA-7030576DF1E0},,,,,0,0
242,Alger Park,"31st and W Sts., to Park and Hillcrest Drs., SE",PARK,DPR_0489,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,N,Ward 7,,07,,0489,none,Subdivision Book 158 Page 50 (TOJ for Recreation Purposes),RES 04890000,1999/01/01 00:00:00+00,{A83F280D-BB2B-4F1D-8378-32CEC2D59107},,,,,0,0
243,Barry Farms Playground,"Martin Luther King Jr. Blvd., between Howard & Summer Rds., SE",REC CENTER GROUNDS,DPR_0474,Y,1,0,2,0,0,0,1,0,,,1,1,1,1,1,0,1,N,,,,Y,,N,0,0,RpLACE,RpAIR,RpAIR,RpLACE,RpAIR,ChnLnk,Flt,Y,Ward 8,,07,,0474,Birney Elementary School,Subdivision Book 152 Page 139 (TOJ to DC for Recreation purposes),RES 04740000,1968/01/01 00:00:00+00,{6B232EC4-4748-4FF5-B95E-B3896E68B78B},,,,,0,0
244,Hillcrest Recreation Center,"Alabama Ave., west of 32nd St., SE",REC CENTER GROUNDS,DPR_0627,Y,0,0,0,0,0,0,0,1,N,Y,4,1,0,1,1,0,0,N,,,,N,,N,1,6,Nne,Gd,Nw,Nw,Pr,Ir,Flt,N,Ward 7,,07,,0627,Winston Educational Center,Subdivision Book 162 Page 1 (TOJ to DC for Recreation & School purposes),RES 06270000,1972/12/14 00:00:00+00,{1E3213DF-AFDD-4590-A072-E04F847D74E3},,,,,0,0
245,Fort Stanton,"north of Erie St., between Pearson Pl. & 16th St., SE",REC CENTER GROUNDS,DPR_0412,Y,1,0,4,0,0,0,3,0,N,N,2,1,0,1,1,0,1,N,,,,N,,Y,1,1,RpLACE,Nne,Nw,RpLACE,Pr,ChnLnk,MdSlp,N,Ward 8,,07,,0412,none,Subdivision Book 158 Page 34 (TOJ to DC for Recreation purposes),Multiple Lots,1926/01/01 00:00:00+00,{3D3853FE-005B-48D1-B465-CF6C8131D5F2},,,,,0,0
246,Triangle Park RES 0490,"Southern Ave., between Branch Ave. & Erie St., SE",TRIANGLE,DPR_0490,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 7,,,,0490,,"Subdivision Books (155 & 156), Pages (5 & 18).   TOJ to DC for Recreation purposes",RES 04900000,,{3B9B251B-98C7-4A1C-8094-2499A238B400},,,,,0,0
247,Douglass Recreation Center,Douglass Rec Ctr. (Ft. Stanton Park to St. Elizabeth Hospital),REC CENTER GROUNDS,DPR_0519,Y,1,0,2,0,0,0,0,0,N,N,1,1,4,1,1,0,1,Y,,,,N,,Y,1,6,RpLACE,Nne,RpLACE,RpLACE,RpAIR,ChnLnk,Flt,N,Ward 8,,08,,0519,none,"Subdivision 158, Page 34.  TOJ to DC for recreation purposes",Multiple Lots,,{CBC0B3CC-11AA-45F7-84ED-3CE5570DB212},,,,,0,0
248,Oxon Run Park,"Mississippi Ave., between 1st St. and Southern Ave., SE",PARK,DPR_0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,,0501,,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,Multiple Lots,1930/01/01 00:00:00+00,{E0801EDF-12E4-4351-81C0-53E5F5F3E5DA},,,,,0,0
249,Congress Heights,"7th St., south of Alabama Ave., SE",REC CENTER GROUNDS,DPR_0632,Y,1,0,1,0,0,0,3,0,N,Y,3,1,2,1,0,0,0,N,,,,N,,N,1,5,Nw,Nne,RpLACE,RpLACE,RpAIR,ChnLnk,Flt,N,Ward 8,,08,,0632,Martin Luther King Elementary School,Subdivision Books (158 & 125) Pages (11 & 75) (TOJ for Recreation Purposes),RES 06320000,1971/10/18 00:00:00+00,{74A19682-B9C7-4BA5-A8C6-2D2E6C40CCB1},,,,,0,0
250,Oxon Run Park,"Mississippi Ave., between 1st St. and Southern Ave., SE",LARGE PARK,DPR_0502,Y,2,,2,,,,10,,,,,,,4,,,,,,,,,,,,,,,,,,,,N,Ward 8,,08,,0501,Simon Elementary School,"Subdivision 158, Page 36,128, Page 146,136, Page 93,144, Page 48 Referenced for this TOJ to DC for recreation purposes.",RES 05010000,1930/01/01 00:00:00+00,{C9A106E9-ED93-4E42-AB96-DC600E33ABAD},,,,,0,0
251,Ferebee-Hope Recreation Center,3999 8TH STREET SE,REC CENTER GROUNDS,DPR_0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,,none,,,6124    0045,,{35F19C5E-4DEA-4190-A83F-5BAEF36366BF},,,,,0,0
252,Triangle,100 Block of Xenia St SE,TRIANGLE,DPR_0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,,none,,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,6128N   0805,,{3FAE1B87-7F25-4E75-A5DC-4BBBD7B7831C},,,,,0,0
253,Triangle,100 Block of Xenia St SE,TRIANGLE,DPR_0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,,none,,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,6128    0808,,{7EB058DB-D0FB-4027-AB57-BBE0F573EFC3},,,,,0,0
254,Triangle,100 Block of Yuma St SE,TRIANGLE,DPR_0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward 8,,,,none,,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,6128    0811,,{D146C49F-531E-4853-873A-DCC6A51AD4F1},,,,,0,0
255,Fort Greble,"South Capitol & 2nd Sts., SE & SW",REC CENTER GROUNDS,DPR_0421,Y,0,1,2,1,0,0,1,0,N,Y,0,1,0,1,1,0,0,N,,,,N,,Y,0,3,Nw,Nne,RpAIR,RpLACE,Pr,ChnLnk,MdSlp,N,Ward 8,,08,,0421,Leckie Elementary School,Subdivision Book 158 Page 40 (TOJ to DC for Recreation purposes),Multiple Lots,,{F8E46652-3955-407A-8C8E-CC659493A892},,,,,0,0
256,Bald Eagle Hill,"Nichols & Southern Aves., SW",REC CENTER GROUNDS,DPR_0561,Y,1,0,2,0,0,0,2,0,N,N,1,1,1,1,0,0,0,N,,,,Y,,Y,0,5,RpLACE,Nne,RpLACE,RpLACE,Pr,ChnLnk,Flt,N,Ward 8,,08,,0561,none,Subdivision Book 158 Page 40 (TOJ for Recreation Purposes),Multiple Lots,1975/01/01 00:00:00+00,{B7E6558C-DC4B-4CCA-A8FB-DF83F33935C1},,,,,0,0
